entry-demo-1,entry-demo-2,entry-demo-3,entry-demo-4,entry-demo-5,entry-ai-1,entry-ai-2,entry-ai-3,entry-ai-4,entry-ai-5,entry-ai-6,entry-ai-7,entry-ai-8,entry-ai-9,entry-ai-10,entry-date
Man,30-39,United States,Professional,Advanced,Yes,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,04/12/2024 13:20:14
Man,30-39,Brazil,Professional,Advanced,Yes,4.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,5.0,04/12/2024 18:27:57
Man,40-49,Russian Federation,Professional,Intermediate,No,,,,,,,,,,05/12/2024 9:54:56
Man,30-39,India,Professional,Advanced,Yes,4.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,06/12/2024 13:11:02
Man,40-49,Netherlands,Professional,Advanced,Yes,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,06/12/2024 15:36:14
Man,50-59,Netherlands,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,06/12/2024 16:13:15
Man,30-39,India,Professional,Intermediate,Yes,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,07/12/2024 5:46:55
Man,20-29,Spain,Professional,Intermediate,Yes,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,08/12/2024 13:39:55
Man,30-39,United States,Hobbyist,Intermediate,Yes,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,09/12/2024 12:31:49
Prefer not to disclose,30-39,United States,Professional,Advanced,Yes,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10/12/2024 5:18:51
Man,20-29,Switzerland,Professional,Advanced,Yes,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,10/12/2024 7:03:11
Man,40-49,United Kingdom,Professional,Advanced,Yes,2.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,11/12/2024 15:52:39
Man,20-29,Kenya,Professional,Intermediate,Yes,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,13/12/2024 16:39:50
Man,40-49,Netherlands,Professional,Advanced,Yes,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,15/12/2024 11:36:53
Man,40-49,United Kingdom,Professional,Advanced,Yes,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,17/12/2024 16:05:41
Man,Prefer not to disclose,Prefer not to disclose,Professional,Intermediate,Yes,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,17/12/2024 18:35:45
Woman,20-29,United States,Student,Beginner,Yes,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,21/12/2024 17:08:37
Man,30-39,Armenia,Professional,Intermediate,Yes,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,25/12/2024 05:45:42
Man,60-69,United States,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,27/12/2024 20:44:51
Man,60-69,United States,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,27/12/2024 21:20:11
Man,60-69,Sweden,Professional,Intermediate,Yes,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,02/01/2025 15:27:51
Woman,30-39,Sweden,Professional,Beginner,Yes,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,03/01/2025 11:40:01
Man,40-49,Greece,Professional,Advanced,Yes,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,03/01/2025 12:42:21
Man,30-39,Germany,Professional,Advanced,No,,,,,,,,,,03/01/2025 13:09:13
Man,50-59,Sweden,Professional,Intermediate,Yes,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,03/01/2025 16:16:49
Man,40-49,Prefer not to disclose,Professional,Beginner,Yes,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,03/01/2025 23:08:01
Man,30-39,United Kingdom,Professional,Beginner,Yes,2.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,05/01/2025 1:03:12
Man,30-39,Australia,Prefer not to disclose,Intermediate,No,,,,,,,,,,05/01/2025 6:40:06
Man,20-29,India,Professional,Beginner,Yes,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,05/01/2025 13:59:45
Man,30-39,Germany,Professional,Intermediate,Yes,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,05/01/2025 19:59:26
Man,40-49,United States,Professional,Intermediate,Yes,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,05/01/2025 23:41:16
Man,40-49,Latvia,Professional,Beginner,Yes,1.0,4.0,4.0,,3.0,3.0,3.0,3.0,,07/01/2025 6:12:05
Man,30-39,Latvia,Professional,Beginner,Yes,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,07/01/2025 7:45:12
Man,30-39,Latvia,Professional,Beginner,Yes,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,07/01/2025 7:57:21
